date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:59:31	173998/173998	---M-Z	200	added ('OK')	application/javascript	etag:W/%2297591912d01b06adbc7ec392b37f1849%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/main.5b3e25b8.bundle.min.js	C:/Users/Haqq/Desktop/pounds/static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/main.5b3e25b8.bundle.min.js	(from https://www.poundhoundsresq.org/)
22:59:31	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Users/Haqq/Desktop/pounds/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.poundhoundsresq.org/)
22:59:32	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	C:/Users/Haqq/Desktop/pounds/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://www.poundhoundsresq.org/)
22:59:33	7897/7897	---M-Z	200	added ('OK')	application/javascript	etag:W/%2282ef8cd522818464cafdf4bf58ab1ffa%22	https://static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	C:/Users/Haqq/Desktop/pounds/static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	(from https://www.poundhoundsresq.org/)
22:59:34	28540/28540	---M-Z	200	added ('OK')	application/javascript	etag:W/%221a43b92000b13afb468cf1e405fa25db%22	https://static.parastorage.com/services/wix-perf-measure/1.1051.0/wix-perf-measure.umd.min.js	C:/Users/Haqq/Desktop/pounds/static.parastorage.com/services/wix-perf-measure/1.1051.0/wix-perf-measure.umd.min.js	(from https://www.poundhoundsresq.org/)
22:59:35	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	C:/Users/Haqq/Desktop/pounds/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://www.poundhoundsresq.org/)
22:59:36	4818/4818	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Feb%202023%2021:59:35%20GMT	https://static.wixstatic.com/media/30f7f1_954a4145c9684ae0913e29bb23748b03~mv2.jpg/v1/fill/w_100,h_100,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/PHR%20res150.jpg	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/30f7f1_954a4145c9684ae0913e29bb23748b03_mv2.jpg/v1/fill/w_100,h_100,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/PHR%20res150.jpg	(from https://www.poundhoundsresq.org/)
22:59:39	923698/923698	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:34%20GMT	https://www.poundhoundsresq.org/cart-page	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/cart-page.html	(from https://www.poundhoundsresq.org/)
22:59:40	614441/614441	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:36%20GMT	https://www.poundhoundsresq.org/about-us	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/about-us.html	(from https://www.poundhoundsresq.org/)
22:59:41	586144/586144	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:38%20GMT	https://www.poundhoundsresq.org/adopt	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/adopt.html	(from https://www.poundhoundsresq.org/)
22:59:42	575578/575578	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:40%20GMT	https://www.poundhoundsresq.org/application-for-adoption	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/application-for-adoption.html	(from https://www.poundhoundsresq.org/)
22:59:43	582959/582959	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:41%20GMT	https://www.poundhoundsresq.org/foster	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/foster.html	(from https://www.poundhoundsresq.org/)
22:59:45	574415/574415	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:42%20GMT	https://www.poundhoundsresq.org/fostering-application	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/fostering-application.html	(from https://www.poundhoundsresq.org/)
22:59:47	578362/578362	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:43%20GMT	https://www.poundhoundsresq.org/adoptable-dogs	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/adoptable-dogs.html	(from https://www.poundhoundsresq.org/)
22:59:48	637213/637213	---MCZ	200	added ('OK')	text/html	etag:W/%22db3d0c8988f0da842ff97754b74e86d8%22	https://www.poundhoundsresq.org/donate	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/donate	(from https://www.poundhoundsresq.org/)
22:59:49	600974/600974	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:47%20GMT	https://www.poundhoundsresq.org/contact-us	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/contact-us.html	(from https://www.poundhoundsresq.org/)
22:59:51	1032071/1032071	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:47%20GMT	https://www.poundhoundsresq.org/shop	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/shop.html	(from https://www.poundhoundsresq.org/)
22:59:53	596685/596685	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:49%20GMT	https://www.poundhoundsresq.org/resources	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/resources.html	(from https://www.poundhoundsresq.org/)
22:59:53	582759/582759	---MCZ	200	added ('OK')	text/html	etag:W/%22790dda67fa63fefcfa498cc20d9e77d1%22	https://www.poundhoundsresq.org/decompression-the-first-two-weeks	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/decompression-the-first-two-weeks.html	(from https://www.poundhoundsresq.org/)
22:59:55	570141/570141	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:52%20GMT	https://www.poundhoundsresq.org/separation-anxiety	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/separation-anxiety.html	(from https://www.poundhoundsresq.org/)
22:59:55	566001/566001	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:53%20GMT	https://www.poundhoundsresq.org/dog-introductions	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/dog-introductions.html	(from https://www.poundhoundsresq.org/)
22:59:57	569151/569151	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:54%20GMT	https://www.poundhoundsresq.org/crate-training	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/crate-training.html	(from https://www.poundhoundsresq.org/)
22:59:59	566627/566627	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:55%20GMT	https://www.poundhoundsresq.org/housebreaking	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/housebreaking.html	(from https://www.poundhoundsresq.org/)
23:00:01	561027/561027	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:59%20GMT	https://www.poundhoundsresq.org/the-place-command	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/the-place-command.html	(from https://www.poundhoundsresq.org/)
23:00:02	656090/656090	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2021:59:59%20GMT	https://www.poundhoundsresq.org/collaborations	C:/Users/Haqq/Desktop/pounds/www.poundhoundsresq.org/collaborations.html	(from https://www.poundhoundsresq.org/)
23:00:04	84429/84429	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:02%20GMT	https://static.wixstatic.com/media/2dc4bd_80492cd6f5234293a43309c51df73d88~mv2.png/v1/fill/w_214,h_385,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/2dc4bd_80492cd6f5234293a43309c51df73d88~mv2.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_80492cd6f5234293a43309c51df73d88_mv2.png/v1/fill/w_214,h_385,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/2dc4bd_80492cd6f5234293a43309c51df73d88_mv2.png	(from https://www.poundhoundsresq.org/)
23:00:05	3966/3966	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Feb%202023%2022:00:04%20GMT	https://static.wixstatic.com/media/2dc4bd_31f45933114f4c988d9ecac4d89b6be8~mv2_d_5003_3335_s_4_2.jpg/v1/fill/w_139,h_93,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/2dc4bd_31f45933114f4c988d9ecac4d89b6be8~mv2_d_5003_3335_s_4_2.jpg	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_31f45933114f4c988d9ecac4d89b6be8_mv2_d_5/v1/fill/w_139,h_93,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/2dc4bd_31f45933114f4c988d9ecac4d89b6be8_mv2_d_5003_3335_s_4_2.jpg	(from https://www.poundhoundsresq.org/)
23:00:07	4169/4169	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Feb%202023%2022:00:05%20GMT	https://static.wixstatic.com/media/2dc4bd_6d6cb6726809429b87e744ea4893458f~mv2_d_2560_1707_s_2.jpg/v1/fill/w_139,h_93,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/2dc4bd_6d6cb6726809429b87e744ea4893458f~mv2_d_2560_1707_s_2.jpg	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_6d6cb6726809429b87e744ea4893458f_mv2_d_2/v1/fill/w_139,h_93,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/2dc4bd_6d6cb6726809429b87e744ea4893458f_mv2_d_2560_1707_s_2.jpg	(from https://www.poundhoundsresq.org/)
23:00:08	1827/1827	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:07%20GMT	https://static.wixstatic.com/media/2dc4bd_4c99a47da4e94e6ba74c90d5f8187b8e~mv2.png/v1/fill/w_24,h_24,al_c,q_85,blur_3,enc_auto/2dc4bd_4c99a47da4e94e6ba74c90d5f8187b8e~mv2.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_4c99a47da4e94e6ba74c90d5f8187b8e_mv2.png/v1/fill/w_24,h_24,al_c,q_85,blur_3,enc_auto/2dc4bd_4c99a47da4e94e6ba74c90d5f8187b8e_mv2.png	(from https://www.poundhoundsresq.org/)
23:00:09	1358/1358	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:08%20GMT	https://static.wixstatic.com/media/2dc4bd_3437ba9ead0f463f86b62d1d5c0a1d39~mv2.png/v1/fill/w_30,h_30,al_c,q_85,blur_3,enc_auto/2dc4bd_3437ba9ead0f463f86b62d1d5c0a1d39~mv2.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_3437ba9ead0f463f86b62d1d5c0a1d39_mv2.png/v1/fill/w_30,h_30,al_c,q_85,blur_3,enc_auto/2dc4bd_3437ba9ead0f463f86b62d1d5c0a1d39_mv2.png	(from https://www.poundhoundsresq.org/)
23:00:10	1382/1382	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:09%20GMT	https://static.wixstatic.com/media/2dc4bd_af3da663636e4abc8b9bb0dfe85e91a6~mv2.png/v1/fill/w_24,h_24,al_c,q_85,blur_3,enc_auto/2dc4bd_af3da663636e4abc8b9bb0dfe85e91a6~mv2.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_af3da663636e4abc8b9bb0dfe85e91a6_mv2.png/v1/fill/w_24,h_24,al_c,q_85,blur_3,enc_auto/2dc4bd_af3da663636e4abc8b9bb0dfe85e91a6_mv2.png	(from https://www.poundhoundsresq.org/)
23:00:11	2768/2768	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:10%20GMT	https://static.wixstatic.com/media/2dc4bd_92c7292d8a134d89a3a42f0289a45cc8~mv2.png/v1/crop/x_7,y_0,w_498,h_512/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2dc4bd_92c7292d8a134d89a3a42f0289a45cc8~mv2.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_92c7292d8a134d89a3a42f0289a45cc8_mv2.png/v1/crop/x_7,y_0,w_498,h_512/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,e/2dc4bd_92c7292d8a134d89a3a42f0289a45cc8_mv2.28.dela	(from https://www.poundhoundsresq.org/)
23:00:11	5129/5129	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:10%20GMT	https://static.wixstatic.com/media/2dc4bd_8accdc31cbc240ef8cce055dcd8bbc88~mv2.png/v1/crop/x_7,y_0,w_498,h_512/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2dc4bd_8accdc31cbc240ef8cce055dcd8bbc88~mv2.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_8accdc31cbc240ef8cce055dcd8bbc88_mv2.png/v1/crop/x_7,y_0,w_498,h_512/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,e/2dc4bd_8accdc31cbc240ef8cce055dcd8bbc88_mv2.2a.dela	(from https://www.poundhoundsresq.org/)
23:00:11	2797/2797	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Feb%202023%2022:00:10%20GMT	https://static.wixstatic.com/media/12b5de0f8a6d4bff9fdb20e63af3b7a1.jpg/v1/fill/w_138,h_93,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/12b5de0f8a6d4bff9fdb20e63af3b7a1.jpg	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/12b5de0f8a6d4bff9fdb20e63af3b7a1.jpg/v1/fill/w_138,h_93,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/12b5de0f8a6d4bff9fdb20e63af3b7a1.jpg	(from https://www.poundhoundsresq.org/)
23:00:12	3726/3726	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:10%20GMT	https://static.wixstatic.com/media/2dc4bd_5430b95f4bb44c0c8dbc93c85a9b08f9~mv2.png/v1/crop/x_4,y_0,w_249,h_256/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2dc4bd_5430b95f4bb44c0c8dbc93c85a9b08f9~mv2.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_5430b95f4bb44c0c8dbc93c85a9b08f9_mv2.png/v1/crop/x_4,y_0,w_249,h_256/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,e/2dc4bd_5430b95f4bb44c0c8dbc93c85a9b08f9_mv2.29.dela	(from https://www.poundhoundsresq.org/)
23:00:12	3734/3734	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:11%20GMT	https://static.wixstatic.com/media/2dc4bd_82ec4ec59f8f4c60b3681a84fb5c69be~mv2.png/v1/crop/x_4,y_0,w_249,h_256/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2dc4bd_82ec4ec59f8f4c60b3681a84fb5c69be~mv2.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_82ec4ec59f8f4c60b3681a84fb5c69be_mv2.png/v1/crop/x_4,y_0,w_249,h_256/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,e/2dc4bd_82ec4ec59f8f4c60b3681a84fb5c69be_mv2.2b.dela	(from https://www.poundhoundsresq.org/)
23:00:13	4251/4251	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:11%20GMT	https://static.wixstatic.com/media/2dc4bd_99d0cf4b2fee4f598a19b952d4c21919~mv2.png/v1/crop/x_7,y_0,w_498,h_512/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2dc4bd_99d0cf4b2fee4f598a19b952d4c21919~mv2.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_99d0cf4b2fee4f598a19b952d4c21919_mv2.png/v1/crop/x_7,y_0,w_498,h_512/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,e/2dc4bd_99d0cf4b2fee4f598a19b952d4c21919_mv2.2d.dela	(from https://www.poundhoundsresq.org/)
23:00:13	4081/4081	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:11%20GMT	https://static.wixstatic.com/media/2dc4bd_1c6dce5f2b83490cad15e40e91ef66f5~mv2.png/v1/crop/x_4,y_0,w_249,h_256/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2dc4bd_1c6dce5f2b83490cad15e40e91ef66f5~mv2.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/2dc4bd_1c6dce5f2b83490cad15e40e91ef66f5_mv2.png/v1/crop/x_4,y_0,w_249,h_256/fill/w_69,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_3,e/2dc4bd_1c6dce5f2b83490cad15e40e91ef66f5_mv2.2c.dela	(from https://www.poundhoundsresq.org/)
23:00:13	29402/29402	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:11%20GMT	https://static.wixstatic.com/media/30f7f1_9e1b4007077b4985964ad721c331cd8b~mv2.png/v1/fill/w_122,h_94,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/unnamed_edited.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/30f7f1_9e1b4007077b4985964ad721c331cd8b_mv2.png/v1/fill/w_122,h_94,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/unnamed_edited.png	(from https://www.poundhoundsresq.org/)
23:00:14	26805/26805	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:13%20GMT	https://static.wixstatic.com/media/30f7f1_308077662c1b46d5bf0173cb9eef51ad~mv2.png/v1/fill/w_125,h_94,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2019-top-rated-awards-badge-embed.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/30f7f1_308077662c1b46d5bf0173cb9eef51ad_mv2.png/v1/fill/w_125,h_94,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2019-top-rated-awards-badge-embed.png	(from https://www.poundhoundsresq.org/)
23:00:15	23850/23850	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:14%20GMT	https://static.wixstatic.com/media/30f7f1_dce5a027ef2a410b8c2aeedd4b01a3fe~mv2.png/v1/fill/w_117,h_88,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2021-top-rated-awards-badge-hi-res-1.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/30f7f1_dce5a027ef2a410b8c2aeedd4b01a3fe_mv2.png/v1/fill/w_117,h_88,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2021-top-rated-awards-badge-hi-res-1.png	(from https://www.poundhoundsresq.org/)
23:00:16	16205/16205	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:14%20GMT	https://static.wixstatic.com/media/30f7f1_5a0cb9fed91244c0bda127c32bc77e0f~mv2.png/v1/fill/w_101,h_101,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/guidestar-silver-seal-2021-small.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/30f7f1_5a0cb9fed91244c0bda127c32bc77e0f_mv2.png/v1/fill/w_101,h_101,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/guidestar-silver-seal-2021-small.png	(from https://www.poundhoundsresq.org/)
23:00:16	19557/19557	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:15%20GMT	https://static.wixstatic.com/media/30f7f1_f93dedb8cf274192bfed7f1d52275069~mv2.png/v1/fill/w_176,h_88,al_c,q_85,blur_3,enc_auto/SAC_Logo_Tageline_fd600a36fc_svg.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/30f7f1_f93dedb8cf274192bfed7f1d52275069_mv2.png/v1/fill/w_176,h_88,al_c,q_85,blur_3,enc_auto/SAC_Logo_Tageline_fd600a36fc_svg.png	(from https://www.poundhoundsresq.org/)
23:00:17	11310/11310	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:16%20GMT	https://static.wixstatic.com/media/30f7f1_eb8f0a6e778345feb55920b1c966df8b~mv2.png/v1/fill/w_157,h_64,al_c,q_85,blur_3,enc_auto/ACC%20NYC1-6.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/30f7f1_eb8f0a6e778345feb55920b1c966df8b_mv2.png/v1/fill/w_157,h_64,al_c,q_85,blur_3,enc_auto/ACC%20NYC1-6.png	(from https://www.poundhoundsresq.org/)
23:00:21	26604/26604	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2022:00:17%20GMT	https://static.wixstatic.com/media/30f7f1_a7f682f21ada44158cc76e1559cb16d1~mv2.png/v1/fill/w_125,h_94,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2022-top-rated-awards-badge-hi-res.png	C:/Users/Haqq/Desktop/pounds/static.wixstatic.com/media/30f7f1_a7f682f21ada44158cc76e1559cb16d1_mv2.png/v1/fill/w_125,h_94,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/2022-top-rated-awards-badge-hi-res.png	(from https://www.poundhoundsresq.org/)
23:00:21	137972/137972	---M-Z	200	added ('OK')	application/javascript	etag:W/%2285226499247f06749bfc678b7d0825cd%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.3b2efc83.bundle.min.js	C:/Users/Haqq/Desktop/pounds/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.3b2efc83.bundle.min.js	(from https://www.poundhoundsresq.org/cart-page)
23:00:25	174016/174016	---M-Z	200	added ('OK')	application/javascript	etag:W/%2275b6281d538b9ddabcbc401cfef97fac%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.052c35e8.bundle.min.js	C:/Users/Haqq/Desktop/pounds/static.parastorage.com/services/wix-thunderbolt/dist/main.052c35e8.bundle.min.js	(from https://www.poundhoundsresq.org/cart-page)
23:00:27	13067/13067	---M-Z	200	added ('OK')	application/javascript	etag:W/%22274bf36a3feec6d7f062db07a6894a9c%22	https://static.parastorage.com/services/wix-code-platform/1.1097.93/elementory-browser-support.min.js	C:/Users/Haqq/Desktop/pounds/static.parastorage.com/services/wix-code-platform/1.1097.93/elementory-browser-support.min.js	(from https://www.poundhoundsresq.org/about-us)
